,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
0,interactor,1,9.24525617477553,0.6564936782545638,-0.3,135_top_l,False,,,4.171228399995016,True,"[0.35649367825456385, 0.35649367825456385, 0.35649367825456385]",True,False,darker,True,1.184639800019795,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
1,empty,2,8.844694159988899,0.6013057451833363,0.0,none_l,True,3.909151700005168,right,4.159236800012877,True,"[0.6013057451833363, 0.6013057451833363, 0.6013057451833363]",False,False,lighter,,0.9166091999795754,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
2,empty,3,9.282961448773884,0.19030003136094514,-0.15,none_d,True,3.9079795999859925,left,4.157080099976156,True,"[0.04030003136094515, 0.04030003136094515, 0.04030003136094515]",False,False,darker,True,0.28339220001362264,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
3,empty,4,8.571619708089544,0.5178869224123218,-0.3,none_d,False,,,4.175783399987267,True,"[0.21788692241232183, 0.21788692241232183, 0.21788692241232183]",True,True,darker,True,0.9491940000152681,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
4,empty,5,8.917890515226325,0.419535710562474,-0.15,none_d,False,,,4.174878199992236,True,"[0.26953571056247405, 0.26953571056247405, 0.26953571056247405]",True,True,lighter,False,0.7492921999946702,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
5,interactor,6,9.238755440131179,0.4869528284562807,0.15,135_top_u,True,3.908723700005794,,4.157898799981922,True,"[0.6369528284562807, 0.6369528284562807, 0.6369528284562807]",False,True,darker,False,0.7838170000177342,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
6,interactor,7,8.956221067876609,0.49746248871909593,0.0,45_top_u,True,3.9074580000014976,,4.157818899984704,True,"[0.49746248871909593, 0.49746248871909593, 0.49746248871909593]",False,True,lighter,,0.9002236000087578,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
7,interactor,8,9.316540210484801,0.5108352956801872,-0.15,135_top_u,False,,,4.174127000005683,True,"[0.36083529568018713, 0.36083529568018713, 0.36083529568018713]",True,False,darker,True,1.13408449999406,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
8,empty,9,8.955285653069085,0.27142612649724884,-0.3,none_l,True,3.909114400012186,right,4.160164100001566,True,"[-0.028573873502751146, -0.028573873502751146, -0.028573873502751146]",False,False,darker,True,1.0169931999989785,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
9,interactor,10,9.136862753374272,0.6326151168251055,0.0,45_top_r,True,3.909454500011634,,4.158741399995051,True,"[0.6326151168251055, 0.6326151168251055, 0.6326151168251055]",False,True,lighter,,0.6672601000173017,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
10,empty,11,8.9673377342319,0.5570953813296219,-0.3,none_r,False,,,4.174864200002048,True,"[0.2570953813296219, 0.2570953813296219, 0.2570953813296219]",True,True,darker,True,0.7673150000046007,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
11,empty,12,9.087763821287064,0.11394168744786154,0.3,none_u,False,,,4.176468899997417,True,"[0.41394168744786153, 0.41394168744786153, 0.41394168744786153]",True,True,lighter,True,0.8988427000003867,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
