trial,ball_speed,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,speed_change,ball_change,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
109,7.5,135_bottom_d,True,3.8130543750012293,,3.929427499999292,slower,True,False,True,left,True,0.7312132499646395,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
110,8.0,45_top_r,True,3.8205780000425875,,,,False,False,True,,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
111,7.5,none_r,True,,right,,,False,False,False,down,False,1.4980326666263863,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
112,7.5,135_bottom_d,False,,,3.914951500017196,faster,True,True,False,down,True,0.9163241250207648,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
113,7.5,none_d,True,,right,3.9086282916832715,slower,True,False,False,,False,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
114,7.5,45_top_r,False,,,3.9242933333152905,slower,True,True,False,right,True,0.7683294166345149,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
115,7.5,none_d,True,,left,,,False,False,False,,,,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
116,8.5,45_bottom_d,True,3.8216515833046287,,3.937538250000216,faster,True,False,True,right,True,0.8000790417427197,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
117,7.5,135_top_u,True,3.8215274165850133,,,,False,False,True,,,,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
118,8.5,45_top_r,False,,,3.919836458284408,faster,True,True,False,right,True,0.7490906250895932,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
119,7.5,45_top_u,False,,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
120,7.5,45_top_r,False,,,,,False,True,False,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
121,8.5,45_bottom_l,True,3.8166502917883918,,3.934939124970697,faster,True,False,True,up,True,0.8926971667679027,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
122,7.5,45_bottom_d,False,,,3.9583410000195727,faster,True,True,False,down,True,1.682457625051029,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
123,8.0,45_top_u,False,,,3.9211875000037253,slower,True,True,False,up,True,1.0760974583681673,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
124,7.5,none_u,False,,,,,False,True,True,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
125,7.5,135_bottom_r,True,3.7885037916712463,,,,False,False,True,up,False,1.9471402915660292,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
126,7.5,135_top_l,True,3.8033102500485256,,,,False,False,True,,,,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
127,8.0,none_r,False,,,3.940892666578293,faster,True,True,True,right,True,0.8410129999974743,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
128,8.0,none_l,False,,,3.942618374945596,slower,True,True,True,left,True,0.932636791607365,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
129,8.0,45_bottom_l,False,,,,,False,True,False,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
130,8.0,45_bottom_l,True,3.806447541806847,,,,False,False,True,,,,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
131,8.5,none_d,True,,left,,,False,False,False,,,,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
132,8.0,135_top_l,True,3.8019055416807532,,3.9184184584300965,faster,True,False,True,down,True,0.8201347915455699,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
133,8.5,none_u,False,,,3.910469749942422,slower,True,True,True,up,True,0.8916397499851882,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
134,8.5,135_bottom_d,False,,,3.9328837082721293,faster,True,True,False,down,True,1.3430527499876916,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
135,8.5,135_top_l,True,3.833349791704677,,3.953883250011131,slower,True,False,True,down,True,0.7841027083341032,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
