trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
empty,11,8.595669007183188,0.10996225800470291,0.0,none_l,False,,,4.0069689999800175,True,"[0.10996225800470291, 0.10996225800470291, 0.10996225800470291]",True,True,lighter,,0.4164792000083253,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,12,8.791423706376214,0.32873094945358355,-0.15,135_bottom_r,True,3.6247510999965016,,3.9922928999876603,True,"[0.17873094945358356, 0.17873094945358356, 0.17873094945358356]",False,True,darker,True,0.5998402000113856,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,13,8.597603382267451,-0.0016459561412511259,0.3,45_bottom_d,False,,,4.009752700017998,True,"[0.29835404385874886, 0.29835404385874886, 0.29835404385874886]",True,False,lighter,True,0.44928480000817217,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
empty,14,8.908097769882138,0.1944256238107298,0.15,none_r,False,,,4.0082680999767035,True,"[0.34442562381072983, 0.34442562381072983, 0.34442562381072983]",True,True,lighter,True,0.5010596000065561,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
empty,15,9.184797378544232,0.4555641644365651,-0.15,none_u,True,3.6419412000104785,right,4.007523200009018,True,"[0.3055641644365651, 0.3055641644365651, 0.3055641644365651]",False,False,lighter,False,0.4339769000071101,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
interactor,16,9.029421861581977,0.4728968820462617,0.3,135_top_l,False,,,4.007901300006779,True,"[0.7728968820462616, 0.7728968820462616, 0.7728968820462616]",True,False,darker,False,0.5165687999979127,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,17,8.770954522573925,0.121350045317377,-0.15,none_u,False,,,4.00754260001122,True,"[-0.02864995468262299, -0.02864995468262299, -0.02864995468262299]",True,True,darker,True,0.5340661999944132,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,18,8.966236326949925,0.050770495101581964,0.0,none_d,True,3.6422567999979947,right,4.008451200003037,True,"[0.050770495101581964, 0.050770495101581964, 0.050770495101581964]",False,False,lighter,,0.5002763000084087,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,19,8.864040871200242,-0.19473476199003845,0.0,45_top_u,True,3.6413288999756332,,4.007988400000613,True,"[-0.19473476199003845, -0.19473476199003845, -0.19473476199003845]",False,True,lighter,,0.734308199986117,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
empty,20,8.827086988285942,0.3383641265737348,0.15,none_l,True,3.6235640000086278,left,3.99099859999842,True,"[0.48836412657373485, 0.48836412657373485, 0.48836412657373485]",False,False,lighter,True,0.4159749000100419,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
