,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
0,empty,1,9.435597266251252,0.1825646827007934,-0.335,none_u,True,3.6569781999569386,right,3.923742300015874,True,"[-0.15243531729920662, -0.15243531729920662, -0.15243531729920662]",False,False,,False,,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
1,empty,2,8.909766656634881,0.43457262741571256,0.335,none_u,True,3.5832235999405384,right,3.849454400013201,True,"[0.7695726274157126, 0.7695726274157126, 0.7695726274157126]",False,False,m,,,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
2,empty,3,9.218153825229667,0.16632507778668099,0.168,none_d,False,,,3.86606639996171,True,"[0.33432507778668097, 0.33432507778668097, 0.33432507778668097]",True,True,x,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
3,empty,4,9.514981223146927,0.7223003143672058,0.335,none_l,True,3.58189599995967,right,3.8479622999439016,True,"[1.0573003143672057, 1.0573003143672057, 1.0573003143672057]",False,False,lighter,True,1.3352484999923036,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
4,interactor,5,9.426649718930518,0.05811836178549644,-0.168,135_top_u,True,3.5820516999810934,,3.8493060999317095,True,"[-0.10988163821450357, -0.10988163821450357, -0.10988163821450357]",False,True,lighter,False,1.5674835999961942,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
5,interactor,6,9.430448016073417,0.08831109742087066,0.0,45_bottom_d,False,,,3.867183299968019,True,"[0.08831109742087066, 0.08831109742087066, 0.08831109742087066]",True,False,lighter,,0.7338109000120312,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
6,empty,7,9.626741469392773,0.21696705328355717,-0.335,none_r,False,,,3.8660349000710994,True,"[-0.11803294671644285, -0.11803294671644285, -0.11803294671644285]",True,True,darker,True,0.8840559999225661,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
7,empty,8,9.803238116110938,0.20021443443475762,0.0,none_u,False,,,3.8665145999984816,True,"[0.20021443443475762, 0.20021443443475762, 0.20021443443475762]",True,True,lighter,,1.3495574000990018,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
8,empty,9,9.364138948238345,0.12532662622179513,-0.168,none_u,True,3.5829948999453336,right,3.849107899935916,True,"[-0.042673373778204876, -0.042673373778204876, -0.042673373778204876]",False,False,lighter,False,1.499855300062336,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
9,empty,10,9.535830640542807,0.02448787214948292,0.335,none_u,False,,,3.865541800041683,True,"[0.35948787214948297, 0.35948787214948297, 0.35948787214948297]",True,True,lighter,True,0.933577699935995,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
10,interactor,11,9.775014923627229,0.2707433208347,0.168,135_bottom_r,False,,,3.8669897998915985,True,"[0.4387433208347, 0.4387433208347, 0.4387433208347]",True,False,lighter,True,0.6838201000355184,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
11,empty,12,9.781826410665532,0.21875248536451614,-0.168,none_l,False,,,3.8667692000744864,True,"[0.050752485364516126, 0.050752485364516126, 0.050752485364516126]",True,True,lighter,False,0.7320332999806851,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
12,empty,13,9.602412727085701,0.4444846701674713,0.335,none_r,False,,,3.8660739000188187,True,"[0.7794846701674714, 0.7794846701674714, 0.7794846701674714]",True,True,lighter,True,0.5503582999808714,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
13,empty,14,8.811666218611952,-0.100080593849763,-0.168,none_d,True,3.5849258999805897,right,3.8503702000016347,True,"[-0.268080593849763, -0.268080593849763, -0.268080593849763]",False,False,lighter,False,0.5344809000380337,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
14,interactor,15,9.548560093724916,0.2334775760254702,0.0,135_top_l,True,3.5824732000473887,,3.8499193000607193,True,"[0.2334775760254702, 0.2334775760254702, 0.2334775760254702]",False,True,lighter,,0.5348911000182852,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
15,interactor,16,9.834887817268962,0.3121459857158227,0.335,135_bottom_d,False,,,3.8661398999392986,True,"[0.6471459857158227, 0.6471459857158227, 0.6471459857158227]",True,False,lighter,True,0.5349270000588149,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
16,empty,17,9.383213063421561,-0.16208108794302387,0.0,none_d,True,3.583613900002092,right,3.8498632999835536,True,"[-0.16208108794302387, -0.16208108794302387, -0.16208108794302387]",False,False,darker,,0.5829879000084475,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
17,empty,18,9.537456991513437,0.29430419835454524,0.0,none_r,True,3.582765999948606,right,3.8476482999976724,True,"[0.29430419835454524, 0.29430419835454524, 0.29430419835454524]",False,False,lighter,,0.5354298999300227,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
18,empty,19,9.650604937076801,0.14435584847726152,0.168,none_l,False,,,3.865556300035678,True,"[0.3123558484772615, 0.3123558484772615, 0.3123558484772615]",True,True,lighter,True,0.6515009999275208,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
19,interactor,20,9.420537118014714,0.2592091148628881,-0.335,135_top_l,False,,,3.8668319999706,True,"[-0.07579088513711191, -0.07579088513711191, -0.07579088513711191]",True,False,lighter,False,0.5671303999843076,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
20,empty,21,9.796838015189035,0.17812733681567133,0.335,none_d,False,,,3.867318999953568,True,"[0.5131273368156714, 0.5131273368156714, 0.5131273368156714]",True,True,lighter,True,0.533525500097312,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
21,interactor,22,9.064424629729677,0.01992189737834718,-0.335,45_bottom_d,False,,,3.866453199996613,True,"[-0.3150781026216528, -0.3150781026216528, -0.3150781026216528]",True,False,darker,True,0.46792760002426803,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
22,empty,23,9.47621311442163,0.12489402697856873,0.168,none_r,False,,,3.8656152000185102,True,"[0.29289402697856876, 0.29289402697856876, 0.29289402697856876]",True,True,lighter,True,0.5168396999360994,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
23,empty,24,9.821702128231182,0.36983704068251877,0.335,none_d,False,,,3.866279099951498,True,"[0.7048370406825188, 0.7048370406825188, 0.7048370406825188]",True,True,lighter,True,0.5832495000213385,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
24,interactor,25,9.431292125650407,0.04858947671800759,0.335,135_top_l,False,,,3.8655861999141052,True,"[0.3835894767180076, 0.3835894767180076, 0.3835894767180076]",True,False,lighter,True,0.6164732000324875,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
25,empty,26,9.594395351099346,0.08887452002642446,0.0,none_r,False,,,3.8675136000383645,True,"[0.08887452002642446, 0.08887452002642446, 0.08887452002642446]",True,True,darker,,0.7661708999658003,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
26,interactor,27,9.135358093230714,0.1991615677783325,-0.168,135_top_l,False,,,3.866585800074972,True,"[0.031161567778332483, 0.031161567778332483, 0.031161567778332483]",True,False,darker,True,0.6842052999418229,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
27,empty,28,9.316113575778845,0.07023944962539719,0.0,none_l,True,3.5824275000486523,right,3.8492450000485405,True,"[0.07023944962539719, 0.07023944962539719, 0.07023944962539719]",False,False,lighter,,0.617650100030005,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
