trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
interactor,1,9.775228790538685,0.5,0.15,45_top_u,True,3.8197488999867346,,4.036782099981792,True,"[0.65, 0.65, 0.65]",False,True,lighter,True,0.4846579000004567,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
empty,2,9.632964370887342,0.5,0.15,none_r,True,3.7919137999997474,right,4.007875500014052,True,"[0.65, 0.65, 0.65]",False,False,lighter,True,0.5669669999915641,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
empty,3,10.03009921682303,0.5,-0.15,none_d,True,3.792976200027624,right,4.0099712000228465,True,"[0.35, 0.35, 0.35]",False,False,darker,True,0.5994395999878179,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,4,9.979882722850368,0.5,0.0,none_u,False,,,4.025496299989754,True,"[0.5, 0.5, 0.5]",True,True,lighter,,0.7516310999926645,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,5,10.289087172093774,0.5,0.0,none_d,True,3.792859800014412,left,4.008364400011487,True,"[0.5, 0.5, 0.5]",False,False,lighter,,0.4832960999920033,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
empty,6,9.514385307701062,0.5,0.3,none_u,False,,,4.026653399982024,True,"[0.8, 0.8, 0.8]",True,True,lighter,True,0.515659600001527,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,7,9.95779013263775,0.5,-0.15,45_bottom_l,False,,,4.025761700002477,True,"[0.35, 0.35, 0.35]",True,False,darker,True,0.5495216000126675,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,8,9.880959835872542,0.5,-0.3,45_top_r,False,,,4.026108599995496,True,"[0.2, 0.2, 0.2]",True,False,darker,True,0.6828994000097737,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
interactor,9,9.48030793625387,0.5,-0.15,45_bottom_d,True,3.791179599997122,,4.007179200008977,True,"[0.35, 0.35, 0.35]",False,True,lighter,False,0.7169812000065576,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,10,9.786571875004524,0.5,0.15,45_top_r,False,,,4.025573799997801,True,"[0.65, 0.65, 0.65]",True,False,lighter,True,0.5844017000054009,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
