,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
0,interactor,1,8.478563475735092,0.06623254818943329,0.3,135_top_u,True,3.720814700005576,,4.072357199998805,True,"[0.3662325481894333, 0.3662325481894333, 0.3662325481894333]",False,True,lighter,True,0.5839100000157487,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
1,interactor,2,8.676491349642692,0.21364585295910282,-0.3,45_bottom_l,True,3.7090207999863196,,4.059518399997614,True,"[-0.08635414704089717, -0.08635414704089717, -0.08635414704089717]",False,True,darker,True,0.4822499000001699,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
2,empty,3,8.248084665402303,-0.025887066601186615,-0.15,none_d,True,3.7068319999962114,right,4.05794440000318,True,"[-0.1758870666011866, -0.1758870666011866, -0.1758870666011866]",False,False,lighter,False,0.6500395000039134,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
3,interactor,4,8.49196985421736,0.06845524714938761,-0.15,45_top_u,False,,,4.058185200003209,True,"[-0.08154475285061238, -0.08154475285061238, -0.08154475285061238]",True,False,darker,True,0.5348666000063531,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
4,empty,5,8.390527103490902,0.2455809252834163,0.15,none_d,False,,,4.0584838000067975,True,"[0.39558092528341626, 0.39558092528341626, 0.39558092528341626]",True,True,lighter,True,0.5670215999998618,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
5,interactor,6,8.69721057413001,0.29531172751218904,0.15,45_bottom_d,False,,,4.057784900011029,True,"[0.44531172751218906, 0.44531172751218906, 0.44531172751218906]",True,False,lighter,True,0.5682018999941647,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
6,interactor,7,8.51326805533618,0.13335067267781742,-0.3,135_bottom_d,True,3.707571299979463,,4.057751199987251,True,"[-0.16664932732218257, -0.16664932732218257, -0.16664932732218257]",False,True,darker,True,0.40017820001230575,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
7,interactor,8,8.413895133291126,-0.1404350445571879,-0.15,135_top_l,False,,,4.05672580000828,True,"[-0.2904350445571879, -0.2904350445571879, -0.2904350445571879]",True,False,lighter,False,0.7331739999935962,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
8,empty,9,8.135570494645393,0.15274813017753522,0.15,none_u,True,3.6919887000112794,right,4.042158099997323,True,"[0.3027481301775352, 0.3027481301775352, 0.3027481301775352]",False,False,lighter,True,0.5678449000115506,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
9,interactor,10,8.670376769034126,0.14046220959329217,-0.15,45_bottom_l,True,3.708810199983418,,4.058325699996203,True,"[-0.009537790406707825, -0.009537790406707825, -0.009537790406707825]",False,True,darker,True,0.5494858000020031,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
10,empty,11,8.553429429763142,0.2718499251620996,0.3,none_l,True,3.7081512000004295,right,4.057128499989631,True,"[0.5718499251620996, 0.5718499251620996, 0.5718499251620996]",False,False,space,,,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
11,empty,12,8.625813475591597,0.16437865760128498,0.15,none_r,False,,,4.057569199998397,True,"[0.31437865760128497, 0.31437865760128497, 0.31437865760128497]",True,True,lighter,True,0.5513641999859829,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
12,empty,13,8.597294378712805,0.14633934179862587,-0.15,none_r,False,,,4.058580999990227,True,"[-0.003660658201374123, -0.003660658201374123, -0.003660658201374123]",True,True,darker,True,0.633435499999905,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
13,empty,14,8.350658478931216,0.27773796638889237,0.3,none_r,False,,,4.058348099992145,True,"[0.5777379663888924, 0.5777379663888924, 0.5777379663888924]",True,True,lighter,True,0.6172470999881625,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
14,interactor,15,8.478467640286569,0.1990800744510359,0.0,135_bottom_r,False,,,4.056963400013046,True,"[0.1990800744510359, 0.1990800744510359, 0.1990800744510359]",True,False,lighter,,0.6671943000110332,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
15,interactor,16,8.698363519862847,0.10273511552630449,-0.15,45_top_r,False,,,4.057335499994224,True,"[-0.047264884473695506, -0.047264884473695506, -0.047264884473695506]",True,False,darker,True,0.6178392000147142,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
16,empty,17,9.138121098033405,0.3146089130232044,0.3,none_l,True,3.7084285999881104,left,4.056447099981597,True,"[0.6146089130232044, 0.6146089130232044, 0.6146089130232044]",False,False,lighter,True,0.5854801000095904,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
17,empty,18,8.628578387363572,0.23054687347688085,-0.3,none_u,False,,,4.056874200003222,True,"[-0.06945312652311914, -0.06945312652311914, -0.06945312652311914]",True,True,darker,True,0.501117499981774,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
18,interactor,19,8.563031605800589,0.050900258082513236,0.15,135_bottom_d,True,3.7068869000067934,,4.056532899994636,True,"[0.20090025808251322, 0.20090025808251322, 0.20090025808251322]",False,True,darker,False,0.7681871000095271,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
19,empty,20,8.244036489387828,0.18462605299464913,-0.15,none_u,True,3.708829999988666,right,4.0572369000001345,True,"[0.03462605299464913, 0.03462605299464913, 0.03462605299464913]",False,False,lighter,False,0.5519980000099167,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
