,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
10,empty,11,8.518806073561464,0.6567337769919022,0.0,none_r,True,3.950666500022635,right,4.284197500004666,True,"[0.6567337769919022, 0.6567337769919022, 0.6567337769919022]",False,False,space,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
11,empty,12,8.564341514400958,0.6789108869408336,0.0,none_l,False,,,4.301143299991963,True,"[0.6789108869408336, 0.6789108869408336, 0.6789108869408336]",True,True,lighter,,0.500800599984359,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
12,interactor,13,8.620218122223424,0.4118862202253444,-0.4,45_top_r,True,3.9494610999827273,,4.283058199973311,True,"[0.011886220225344357, 0.011886220225344357, 0.011886220225344357]",False,True,darker,True,0.632471600023564,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
13,empty,14,8.056598520676161,0.4666917722301416,0.4,none_l,False,,,4.284512100013671,True,"[0.8666917722301416, 0.8666917722301416, 0.8666917722301416]",True,True,lighter,True,0.5168846999877132,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
14,interactor,15,8.45664130234905,0.7772232754267763,0.2,45_top_r,False,,,4.28465660000802,True,"[0.9772232754267762, 0.9772232754267762, 0.9772232754267762]",True,False,lighter,True,0.6334824000077788,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
15,interactor,16,8.569867987536634,0.3134736768166194,-0.4,135_bottom_r,True,3.950409600016428,,4.283767100016121,True,"[-0.0865263231833806, -0.0865263231833806, -0.0865263231833806]",False,True,darker,True,0.567311199993128,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
16,empty,17,8.411511306385169,0.7336651970936237,0.2,none_u,False,,,4.285183700005291,True,"[0.9336651970936236, 0.9336651970936236, 0.9336651970936236]",True,True,lighter,True,0.5838836000184529,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
17,interactor,18,8.625981094775488,0.5531633109126962,0.2,135_top_u,False,,,4.301517300016712,True,"[0.7531633109126963, 0.7531633109126963, 0.7531633109126963]",True,False,darker,False,0.8664569999964442,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
18,interactor,19,8.64933957286938,0.5514797853345247,0.4,45_top_u,True,3.9503990999946836,,4.284932500013383,True,"[0.9514797853345247, 0.9514797853345247, 0.9514797853345247]",False,True,lighter,True,0.599334300000919,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
19,empty,20,8.51077897944054,0.32421858515983415,-0.2,none_d,False,,,4.300065499992343,True,"[0.12421858515983414, 0.12421858515983414, 0.12421858515983414]",True,True,lighter,False,0.6006167999876197,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
