,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
0,interactor,1,8.294883726641793,0.557117511888533,-0.2,45_bottom_d,True,3.9562766999879386,,4.2883832000079565,True,"[0.35711751188853297, 0.35711751188853297, 0.35711751188853297]",False,True,lighter,False,0.7185795999830589,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
1,interactor,2,8.274708994570528,0.3116396914389341,-0.2,45_bottom_l,True,3.9493008999852464,,4.284720299998298,True,"[0.1116396914389341, 0.1116396914389341, 0.1116396914389341]",False,True,darker,True,0.6482759999926202,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
2,empty,3,8.398483945980127,-0.010318236497036337,0.4,none_r,True,3.950257899996359,right,4.282602299994323,True,"[0.3896817635029637, 0.3896817635029637, 0.3896817635029637]",False,False,lighter,True,0.7515999000170268,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
3,interactor,4,8.427529883969646,0.3291738140491484,0.2,45_bottom_l,False,,,4.284752999985358,True,"[0.5291738140491484, 0.5291738140491484, 0.5291738140491484]",True,False,lighter,True,0.5495780000055674,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
4,interactor,5,8.594085118913181,0.15855471632356982,0.2,135_bottom_d,True,3.949149399995804,,4.282674899994163,True,"[0.35855471632356983, 0.35855471632356983, 0.35855471632356983]",False,True,lighter,True,0.43352030002279207,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
5,interactor,6,8.530704044908434,0.5033059939816724,0.0,135_top_l,False,,,4.300258200004464,True,"[0.5033059939816724, 0.5033059939816724, 0.5033059939816724]",True,False,lighter,,0.5176246999762952,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
6,empty,7,8.53764343003321,0.30184808006543784,-0.2,none_u,False,,,4.299131400010083,True,"[0.10184808006543783, 0.10184808006543783, 0.10184808006543783]",True,True,darker,True,0.5833968999795616,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
7,empty,8,8.644821058935396,0.6762435712892917,-0.4,none_r,False,,,4.299552999989828,True,"[0.27624357128929167, 0.27624357128929167, 0.27624357128929167]",True,True,lighter,False,0.7841505999967922,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
8,empty,9,8.729029596673085,0.7241333607190494,0.2,none_l,True,3.9517710999934934,right,4.2840408999763895,True,"[0.9241333607190494, 0.9241333607190494, 0.9241333607190494]",False,False,lighter,True,0.7002992000197992,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
9,empty,10,8.429251052308079,0.4857052551204091,0.2,none_d,True,3.949757199996384,left,4.282872999989195,True,"[0.685705255120409, 0.685705255120409, 0.685705255120409]",False,False,lighter,True,0.5845651999989059,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
