trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
empty,208,9.314068452862614,-0.1782506841779455,-0.335,none_l,False,,,3.858888400020078,True,"[-0.5132506841779455, -0.5132506841779455, -0.5132506841779455]",True,True,darker,True,0.5491391000105068,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,209,9.423712711511326,0.42352157834661985,-0.335,135_top_l,False,,,3.8560902000172064,True,"[0.08852157834661983, 0.08852157834661983, 0.08852157834661983]",True,False,lighter,False,0.6190665999893099,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,210,9.354784161547776,0.3286045082043013,0.0,135_bottom_d,True,3.5749842999503016,,3.840990300057456,True,"[0.3286045082043013, 0.3286045082043013, 0.3286045082043013]",False,True,lighter,,0.48352139990311116,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,211,9.13364246272203,-0.20633147454054343,0.0,45_top_u,False,,,3.8587615999858826,True,"[-0.20633147454054343, -0.20633147454054343, -0.20633147454054343]",True,False,darker,,0.5499534000409767,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
empty,212,9.00610989147326,0.32014591319055474,0.0,none_u,False,,,3.858110300032422,True,"[0.32014591319055474, 0.32014591319055474, 0.32014591319055474]",True,True,lighter,,0.5685019999509677,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,213,9.5102505852634,0.033050983605485515,0.168,none_u,False,,,3.858348499983549,True,"[0.2010509836054855, 0.2010509836054855, 0.2010509836054855]",True,True,lighter,True,0.499988800031133,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,214,9.787310252954589,-0.008412359187145363,-0.168,45_top_r,True,3.5753619000315666,,3.8417146999854594,True,"[-0.17641235918714537, -0.17641235918714537, -0.17641235918714537]",False,True,darker,True,0.6176058000419289,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,215,9.220999529968308,0.3990852725647339,0.335,45_bottom_d,True,3.5752204000018537,,3.8415456000948325,True,"[0.734085272564734, 0.734085272564734, 0.734085272564734]",False,True,lighter,True,0.5013299999991432,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
empty,216,9.169773184822978,0.15934294180701344,0.335,none_r,False,,,3.8566509999800473,True,"[0.49434294180701344, 0.49434294180701344, 0.49434294180701344]",True,True,lighter,True,0.5189586000051349,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,217,9.538969440847866,0.2015154645075571,0.0,135_top_l,True,3.574016600032337,,3.842582800076343,True,"[0.2015154645075571, 0.2015154645075571, 0.2015154645075571]",False,True,lighter,,0.7335748999612406,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
