trial_type,trial,ball_speed,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
interactor,43,5.5,135_bottom_d,True,3.9958669166080654,,,False,False,True,,,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,44,5.5,135_top_u,True,3.9963526665233076,,,False,False,True,,,,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,45,5.75,135_top_l,False,,,,False,True,False,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,46,5.5,none_r,False,,,,False,True,True,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,47,5.5,45_top_r,True,3.990732083329931,,,False,False,True,,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,48,5.75,none_u,False,,,4.266980833373964,True,True,True,up,True,0.4559619167121127,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,49,5.5,none_d,False,,,4.270712208235636,True,True,True,down,True,0.5418559168465436,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,50,5.5,135_bottom_r,True,4.011360250064172,,4.281403458211571,True,False,True,up,True,0.45608812500722706,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,51,5.25,45_top_r,False,,,4.278685875004157,True,True,False,right,True,0.4925926250871271,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
empty,52,5.25,none_l,True,4.001511374954134,left,4.281731666647829,True,False,False,down,True,0.462722749914974,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,53,5.25,45_bottom_d,True,3.984113708254881,,4.2487568750511855,True,False,True,right,True,0.4579707916127518,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,54,5.25,135_bottom_r,True,3.9933092081919312,,4.264013583189808,True,False,True,up,True,0.4200752500910312,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,55,5.5,45_bottom_d,False,,,4.352006666711532,True,True,False,down,True,0.5606085415929556,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
interactor,56,5.75,45_bottom_d,False,,,,False,True,False,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
interactor,57,5.25,45_top_r,False,,,,False,True,False,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
empty,58,5.75,none_l,False,,,,False,True,True,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,59,5.5,135_top_l,False,,,4.273160499986261,True,True,False,left,True,0.5572624165797606,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,60,5.75,135_top_l,True,4.0189853749470785,,,False,False,True,,,,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,61,5.25,135_bottom_r,True,4.001648416626267,,,False,False,True,,,,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,62,5.75,none_r,False,,,,False,True,True,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,63,5.75,135_top_u,True,4.001462916727178,,4.263074624934234,True,False,True,right,True,0.44571624998934567,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
empty,64,5.25,none_r,False,,,4.269972333335318,True,True,True,right,True,0.4909218333195895,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
empty,65,5.75,none_d,False,,,,False,True,True,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,66,5.25,135_top_u,False,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
empty,67,5.75,none_l,True,4.037846666644327,left,4.318176500033587,True,False,False,down,True,0.4926407500170171,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,68,5.75,45_top_u,True,3.9914465832989663,,4.254740333301015,True,False,True,left,True,0.4710665832972154,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,69,5.25,45_bottom_l,True,4.059682791586965,,4.337044041603804,True,False,True,up,True,0.45793166663497686,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,70,5.75,45_top_r,False,,,4.284634166629985,True,True,False,right,True,0.5300788749009371,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
empty,71,5.25,none_u,False,,,4.260690833325498,True,True,True,up,True,0.48531304171774536,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,72,5.75,45_top_r,True,4.021553958300501,,,False,False,True,,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,73,5.5,45_bottom_l,False,,,4.267872916767374,True,True,False,left,True,0.5238707916578278,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,74,5.75,135_top_u,False,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
empty,75,5.5,none_l,True,4.025243708398193,left,,False,False,False,,,,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,76,5.25,135_top_l,True,4.011896666721441,,4.301664333324879,True,False,True,down,True,0.4772041250253096,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,77,5.25,none_u,False,,,,False,True,True,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,78,5.25,45_bottom_d,False,,,,False,True,False,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
empty,79,5.5,none_u,True,4.004719833144918,left,4.27538162493147,True,False,False,left,True,0.4821321250637993,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,80,5.75,135_bottom_r,False,,,4.279852500068955,True,True,False,right,True,0.4717700417386368,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
empty,81,5.5,none_u,False,,,,False,True,True,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,82,5.5,none_d,True,4.003237500088289,right,,False,False,False,,,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,83,5.5,none_l,False,,,4.274074708344415,True,True,True,left,True,0.47998637496493757,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,84,5.25,45_top_r,True,4.017881000065245,,,False,False,True,,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,85,5.5,135_bottom_d,False,,,4.271006416762248,True,True,False,down,True,0.5023932082112879,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
empty,86,5.25,none_d,False,,,,False,True,True,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,87,5.25,none_r,True,4.002963208244182,right,4.290559874963947,True,False,False,down,True,0.4677350416313857,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
empty,88,5.75,none_d,True,4.005031458334997,right,,False,False,False,,,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,89,5.75,none_l,False,,,4.271808458259329,True,True,True,left,True,0.4843745417892933,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,90,5.5,45_top_r,False,,,,False,True,False,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
interactor,91,5.75,45_bottom_d,True,4.008533958345652,,4.271121833357029,True,False,True,right,True,0.46817754162475467,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,92,5.5,135_bottom_d,False,,,,False,True,False,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,93,5.5,135_bottom_r,True,4.011833916651085,,,False,False,True,up,False,0.4351114999735728,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,94,5.25,135_top_u,True,4.01167079154402,,4.293265999993309,True,False,True,right,True,0.48631499998737127,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,95,5.75,45_top_u,True,4.000705458340235,,,False,False,True,,,,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,96,5.5,45_top_u,True,4.001124916598201,,4.275242791627534,True,False,True,left,True,0.5058132084086537,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,97,5.25,45_top_u,False,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
interactor,98,5.75,135_bottom_d,True,3.9919653333490714,,,False,False,True,,,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
empty,99,5.5,none_d,True,4.021833833307028,right,4.298686041613109,True,False,False,left,True,0.5402919583721086,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
empty,100,5.25,none_d,True,4.033657916705124,right,,False,False,False,,,,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
interactor,101,5.25,135_bottom_d,False,,,4.327584583428688,True,True,False,down,True,0.47519625001586974,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,102,5.5,135_top_u,True,3.9999817915959284,,4.263346708379686,True,False,True,right,True,0.44575591664761305,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,103,5.5,135_bottom_d,True,4.076427666703239,,4.339584291679785,True,False,True,left,True,0.41254629159811884,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
empty,104,5.75,none_u,False,,,,False,True,True,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,105,5.5,135_bottom_r,False,,,,False,True,False,,,,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
interactor,106,5.75,135_top_l,True,4.108004083391279,,4.401029416709207,True,False,True,down,True,0.4592077082488686,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,107,5.5,none_l,True,4.0087852500146255,left,4.290114833274856,True,False,False,down,True,0.4809236667351797,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
empty,108,5.5,none_r,False,,,4.269784749951214,True,True,True,right,True,0.5134627500083297,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,109,5.75,45_bottom_l,False,,,4.344604791840538,True,True,False,left,True,0.48625783319585025,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,110,5.5,135_top_l,True,4.013130208360963,,,False,False,True,,,,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,111,5.5,none_r,True,4.01759712502826,right,,False,False,False,space,,,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
interactor,112,5.5,135_top_l,True,4.055889458395541,,4.336682333378121,True,False,True,down,True,0.48531545838341117,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
interactor,113,5.25,45_top_u,True,3.993544999975711,,,False,False,True,,,,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
empty,114,5.25,none_l,True,4.00981591665186,left,,False,False,False,,,,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
interactor,115,5.25,45_bottom_l,False,,,,False,True,False,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,116,5.25,45_bottom_d,True,3.9959923332789913,,,False,False,True,,,,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,117,5.5,45_top_r,False,,,4.292430249974132,True,True,False,right,True,0.5382102500880137,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)"
interactor,118,5.25,45_bottom_d,False,,,4.268167583388276,True,True,False,down,True,0.5329650000203401,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
interactor,119,5.75,45_top_u,False,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
interactor,120,5.75,45_bottom_d,True,3.9990484582958743,,,False,False,True,,,,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,121,5.25,135_bottom_d,True,3.996151875006035,,4.257166958414018,True,False,True,left,True,0.4861075833905488,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,122,5.75,135_top_u,True,4.012659291620366,,,False,False,True,,,,down,right,"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
interactor,123,5.5,45_top_u,False,,,4.296335291815922,True,True,False,up,True,0.5528265832690522,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
empty,124,5.5,none_u,True,4.021543708164245,left,,False,False,False,,,,down,left,"(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
interactor,125,5.5,45_top_u,False,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)"
empty,126,5.25,none_d,False,,,4.2601119165774435,True,True,True,down,True,0.48620704177301377,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
empty,127,5.5,none_u,False,,,4.2644708750303835,True,True,True,up,True,0.49132454162463546,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
interactor,128,5.25,45_bottom_l,True,4.002442000084557,,,False,False,True,,,,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
empty,129,5.25,none_l,False,,,4.273998708231375,True,True,True,left,True,0.4982315000379458,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
interactor,130,5.75,45_bottom_l,True,4.003037083311938,,4.264161999919452,True,False,True,up,True,0.4084692500764504,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
