trial,ball_speed,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,speed_change,ball_change,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
138,8.0,135_bottom_r,True,3.6196647917386144,,,,False,False,True,,,,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
139,8.0,135_bottom_r,True,3.616273208404891,,3.7220329167321324,faster,True,False,True,up,True,1.0413782083196566,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
140,8.0,none_l,False,,,3.7346875416114926,faster,True,True,True,left,True,1.0161676667630672,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
141,8.0,45_bottom_d,False,,,3.7213772918330505,slower,True,True,False,down,True,1.0720805415185168,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
142,8.5,45_bottom_l,False,,,3.7286105416715145,faster,True,True,False,left,True,0.8297113333828747,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)"
143,8.0,135_top_u,False,,,,,False,True,False,,,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
144,8.0,135_bottom_r,True,3.6199843749636784,,3.725460833287798,slower,True,False,True,up,True,0.9938944583991542,left,up,"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
145,8.0,135_top_u,False,,,3.7279584583593532,slower,True,True,False,,False,,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
146,8.0,none_l,False,,,,,False,True,True,,,,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
147,8.5,45_bottom_d,False,,,3.721375666675158,faster,True,True,False,,False,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
148,8.0,none_d,False,,,,,False,True,True,,,,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)"
149,8.5,135_top_u,False,,,3.7428954583592713,faster,True,True,False,up,True,0.8159557082690299,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)"
150,8.0,135_bottom_d,True,3.616961416788399,,3.7225371667882428,slower,True,False,True,left,True,0.9321329582016915,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
